"Fechas";"Cadena";"Código SAP POS";"Región";"Comuna";"Local";"Online/Offline";"División";"Valores PVP c/IVA"
"Enero 2024";"Cruz Verde";"3401371";"13 - Metropolitana de Santiago";"Providencia";"0255 Cruz Verde - Av. Los Conquistadores 1850, Providencia";"Offline";"Lifestyle";"23.470,370000"
"Enero 2024";"Cruz Verde";"3401442";"13 - Metropolitana de Santiago";"Lo Barnechea";"0462 Cruz Verde - José Alcalde Delano 10630, Lo Barnechea";"Offline";"Lifestyle";"18.443,810000"
"Diciembre 2024";"Ahumada";"3411390";"13 - Metropolitana de Santiago";"Las Condes";"564 Ahumada - Av. Apoquindo 4411, Las Condes";"Offline";"Lifestyle";"101.959,200000"
"Enero 2024";"Ahumada";"3411481";"13 - Metropolitana de Santiago";"Vitacura";"454 Ahumada - Buenaventura 1770, Vitacura";"Offline";"Lifestyle";"20.249,040000"
"Junio 2024";"Ahumada";"3411571";"13 - Metropolitana de Santiago";"San Joaquín";"570 Ahumada - Vicuña Mackenna 3361, San Joaquín";"Offline";"Lifestyle";"321.978,300000"
"Octubre 2024";"Ahumada";"3411458";"13 - Metropolitana de Santiago";"Recoleta";"389 Ahumada - Av. Recoleta 3501, Recoleta";"Offline";"Lifestyle";"86.584,400000"
"Abril 2024";"Ahumada";"3411561";"13 - Metropolitana de Santiago";"San Bernardo";"424 Ahumada - San José 69, San Bernardo";"Offline";"Lifestyle";"94.402,700000"
"Diciembre 2024";"Ahumada";"3411528";"13 - Metropolitana de Santiago";"Vitacura";"032 Ahumada - Luis Carrera 2215, Vitacura";"Offline";"Lifestyle";"37.389,800000"
"Marzo 2024";"Ahumada";"3411520";"13 - Metropolitana de Santiago";"Buin";"644 Ahumada - Jose Manuel Balmaceda 124, Buin";"Offline";"Lifestyle";"32.260,900000"
"Enero 2024";"Ahumada";"3411494";"13 - Metropolitana de Santiago";"Las Condes";"358 Ahumada - Camino El Alba 11969, Las Condes";"Offline";"Lifestyle";"33.298,580000"
"Abril 2024";"Ahumada";"3411516";"07 - Maule";"Curicó";"349 Ahumada - Jesus Pons 409, Curicó";"Offline";"Lifestyle";"23.395,400000"
"Septiembre 2024";"Ahumada";"3436262";"13 - Metropolitana de Santiago";"Santiago";"708 Ahumada - Ahumada 125, Santiago";"Offline";"Lifestyle";"53.193,000000"
"Septiembre 2024";"Ahumada";"3411407";"13 - Metropolitana de Santiago";"Puente Alto";"339 Ahumada - Av. Concha y Toro 26, Puente Alto";"Offline";"Lifestyle";"53.097,800000"
"Enero 2024";"Ahumada";"3411424";"13 - Metropolitana de Santiago";"Las Condes";"034 Ahumada - Av. Isabel La Católica 6072, Las Condes";"Offline";"Lifestyle";"31.588,550000"
"Mayo 2024";"Ahumada";"3411468";"13 - Metropolitana de Santiago";"Melipilla";"472 Ahumada - Av. Vicuña Mackenna 0153, Melipilla";"Offline";"Lifestyle";"18.004,700000"
"Noviembre 2024";"Ahumada";"3436410";"09 - La Araucanía";"Temuco";"721 Ahumada - Av. de los Poetas 249, Temuco";"Offline";"Lifestyle";"14.256,200000"
"Agosto 2024";"Ahumada";"3411398";"13 - Metropolitana de Santiago";"Pudahuel";"520 Ahumada - Av. Camino Las Flores 20217, Pudahuel";"Offline";"Lifestyle";"25.751,600000"
"Abril 2024";"Ahumada";"3411479";"13 - Metropolitana de Santiago";"Las Condes";"002 Ahumada - Bilbao 4144, Las Condes";"Offline";"Lifestyle";"18.004,700000"
"Marzo 2024";"Ahumada";"3411469";"13 - Metropolitana de Santiago";"La Florida";"237 Ahumada - Av. Vicuña Mackenna 6100, La Florida";"Offline";"Lifestyle";"34.391,000000"
"Abril 2024";"Ahumada";"3411564";"13 - Metropolitana de Santiago";"Vitacura";"021 Ahumada - Santa María Manquehuen 6938, Vitacura";"Offline";"Lifestyle";"18.004,700000"
"Abril 2024";"Ahumada";"3411447";"12 - Magallanes y de la Antártica Chilena";"Punta Arenas";"446 Ahumada - Av. Pdte. Eduardo Frei Montalva 1110, Punta Arenas";"Offline";"Lifestyle";"48.444,900000"
"Enero 2024";"Cruz Verde";"3436242";"01 - Tarapacá";"Alto Hospicio";"1187 Cruz Verde - Ruta A-16 3550, Alto Hospicio";"Offline";"Lifestyle";"194.754,210000"
"Marzo 2024";"Cruz Verde";"3401488";"02 - Antofagasta";"San Pedro de Atacama";"0792 Cruz Verde - Caracoles 359, San Pedro de Atacama";"Offline";"Lifestyle";"1.474.683,700000"
"Mayo 2024";"Cruz Verde";"3399194";"10 - Los Lagos";"Puerto Montt";"0789 Cruz Verde - Av. Gabriela Mistral 900, Puerto Montt";"Offline";"Lifestyle";"2.516.465,630000"
"Junio 2024";"Cruz Verde";"3436294";"05 - Valparaíso";"Viña del Mar";"1177 Cruz Verde - Avenida Edmundo Eluchans 1850, Viña del Mar";"Offline";"Lifestyle";"438.234,160000"
"Agosto 2024";"Cruz Verde";"3401676";"04 - Coquimbo";"Coquimbo";"0640 Cruz Verde - Alessandri 1117, Coquimbo";"Offline";"Lifestyle";"980.220,850000"
"Septiembre 2024";"Cruz Verde";"3401455";"05 - Valparaíso";"El Quisco";"0485 Cruz Verde - José Narciso Aguirre 017, El Quisco";"Offline";"Lifestyle";"503.816,250000"
"Octubre 2024";"Cruz Verde";"3399270";"13 - Metropolitana de Santiago";"Puente Alto";"C51 Cruz Verde - Concha y Toro 1086-1088-1090, Puente Alto";"Offline";"Lifestyle";"1.693.158,180000"
"Diciembre 2024";"Cruz Verde";"3436243";"08 - Biobío";"Yumbel";"9140 Cruz Verde - Ohiggins 700, Yumbel";"Offline";"Lifestyle";"3.563.032,550000"
"Enero 2024";"Cruz Verde";"3436354";"07 - Maule";"Linares";"9101 Cruz Verde - Anibal Leon Bustos 280, Linares";"Offline";"Lifestyle";"449.408,260000"
"Enero 2024";"Cruz Verde";"3398996";"02 - Antofagasta";"Antofagasta";"0205 Cruz Verde - Av. Grecia 430, Antofagasta";"Offline";"Lifestyle";"197.837,500000"
"Abril 2024";"Cruz Verde";"3401607";"10 - Los Lagos";"Puerto Varas";"1133 Cruz Verde - El Salvador 401, Puerto Varas";"Offline";"Lifestyle";"1.655.027,010000"
"Abril 2024";"Cruz Verde";"3399276";"13 - Metropolitana de Santiago";"La Cisterna";"0293 Cruz Verde - Av. Américo Vespucio 33, La Cisterna";"Offline";"Lifestyle";"1.711.732,890000"
"Mayo 2024";"Cruz Verde";"3401691";"13 - Metropolitana de Santiago";"Peñalolén";"0682 Cruz Verde - Av. Grecia 5791, Peñalolén";"Offline";"Lifestyle";"1.088.640,560000"
"Junio 2024";"Cruz Verde";"3436333";"13 - Metropolitana de Santiago";"Maipú";"9091 Cruz Verde - Av. Tres Poniente 900, Maipú";"Offline";"Lifestyle";"638.949,080000"
"Julio 2024";"Cruz Verde";"3399145";"08 - Biobío";"Los Ángeles";"1072 Cruz Verde - Av. Alemania 831, Los Ángeles";"Offline";"Lifestyle";"588.919,100000"
"Agosto 2024";"Cruz Verde";"3399007";"04 - Coquimbo";"La Serena";"0247 Cruz Verde - Cordovez 510, La Serena";"Offline";"Lifestyle";"1.848.914,900000"
"Agosto 2024";"Cruz Verde";"3398992";"02 - Antofagasta";"Calama";"1051 Cruz Verde - Av. Grecia 1120, Calama";"Offline";"Lifestyle";"2.507.443,050000"
"Septiembre 2024";"Cruz Verde";"3399061";"05 - Valparaíso";"Viña del Mar";"0308 Cruz Verde - Calle Quillota 493, Viña del Mar";"Offline";"Lifestyle";"524.368,740000"
"Septiembre 2024";"Cruz Verde";"3399213";"11 - Aysén del General Carlos Ibañez del Campo";"Aysén";"0853 Cruz Verde - Teniente Merino 464, Aysén";"Offline";"Lifestyle";"1.094.828,560000"
"Octubre 2024";"Cruz Verde";"3399705";"05 - Valparaíso";"Valparaíso";"0339 Cruz Verde - Av. Obispo Valdés Subercaseaux 1170, Valparaíso";"Offline";"Lifestyle";"1.015.650,720000"
"Enero 2024";"Cruz Verde";"3399712";"05 - Valparaíso";"Limache";"0334 Cruz Verde - Republica 275, Limache";"Offline";"Lifestyle";"619.146,290000"
"Noviembre 2024";"Cruz Verde";"3399176";"09 - La Araucanía";"Temuco";"0169 Cruz Verde - Arturo Prat 530, Temuco";"Offline";"Lifestyle";"782.820,080000"
"Diciembre 2024";"Cruz Verde";"3399331";"14 - Los Ríos";"La Unión";"0136 Cruz Verde - Esmeralda 707, La Unión";"Offline";"Lifestyle";"5.243.380,380000"
"Febrero 2024";"Cruz Verde";"3410609";"06 - Libertador General Bernardo OHiggins";"San Vicente de Tagua Tagua";"1100 Cruz Verde - Diego Portales 81, San Vicente de Tagua Tagua";"Offline";"Lifestyle";"1.119.173,580000"
"Agosto 2024";"Preunic";"3399348";"06 - Libertador General Bernardo OHiggins";"San Fernando";"053 Preunic - Manuel Rodriguez 720, San Fernando";"Offline";"Lifestyle";"1.800.346,239961"
"Junio 2024";"Preunic";"3394358";"04 - Coquimbo";"Ovalle";"081 Preunic - Vicuña Mackenna 66, Ovalle";"Offline";"Lifestyle";"3.161.114,809951"
"Diciembre 2024";"Preunic";"3394518";"13 - Metropolitana de Santiago";"Santiago";"010 Preunic - Puente 689, Santiago";"Offline";"Lifestyle";"4.022.228,559938"
"Junio 2024";"Preunic";"3394517";"13 - Metropolitana de Santiago";"Santiago";"007 Preunic - Ahumada 141, Santiago";"Offline";"Lifestyle";"1.964.008,129970"
"Julio 2024";"Preunic";"3410735";"09 - La Araucanía";"Temuco";"131 Preunic - Av. Alemania 671, Temuco";"Offline";"Lifestyle";"2.117.834,669974"
"Abril 2024";"Preunic";"3394321";"05 - Valparaíso";"San Felipe";"070 Preunic - Arturo Prat 982, San Felipe";"Offline";"Lifestyle";"2.311.220,379955"
"Noviembre 2024";"Preunic";"3400921";"08 - Biobío";"Lota";"118 Preunic - Pedro Aguirre Cerda 702, Lota";"Offline";"Lifestyle";"3.436.741,419945"
"Junio 2024";"Preunic";"3394286";"13 - Metropolitana de Santiago";"Puente Alto";"030 Preunic - Av. Camilo Henriquez 3692, Puente Alto";"Offline";"Lifestyle";"7.396.558,049927"
"Junio 2024";"Preunic";"3410734";"02 - Antofagasta";"Antofagasta";"130 Preunic - Av. Angamos 745, Antofagasta";"Offline";"Lifestyle";"3.447.901,239949"
"Junio 2024";"Preunic";"3410736";"01 - Tarapacá";"Iquique";"132 Preunic - Av. Héroes de La Concepción 2555, Iquique";"Offline";"Lifestyle";"4.211.131,539941"
"Julio 2024";"Preunic";"3394306";"08 - Biobío";"Concepción";"012 Preunic - Barros Arana 774, Concepción";"Offline";"Lifestyle";"11.541.937,329908"
"Agosto 2024";"Preunic";"3399547";"14 - Los Ríos";"Valdivia";"076 Preunic - Ramón Picarte 333, Valdivia";"Offline";"Lifestyle";"1.783.276,879972"
"Octubre 2024";"Preunic";"3394287";"13 - Metropolitana de Santiago";"La Cisterna";"031 Preunic - Av. Américo Vespucio 33, La Cisterna";"Offline";"Lifestyle";"2.859.886,539957"
"Mayo 2024";"Preunic";"3394530";"13 - Metropolitana de Santiago";"Santiago";"060 Preunic - Puente 722, Santiago";"Offline";"Lifestyle";"976.510,429987"
"Junio 2024";"Preunic";"3394319";"05 - Valparaíso";"San Antonio";"047 Preunic - Barros Luco 105, San Antonio";"Offline";"Lifestyle";"3.760.937,879950"
"Diciembre 2024";"Preunic";"3394362";"04 - Coquimbo";"Ovalle";"096 Preunic - Prolongación Benavente 1075, Ovalle";"Offline";"Lifestyle";"5.418.056,909931"
"Mayo 2024";"Preunic";"3399524";"08 - Biobío";"Tomé";"090 Preunic - Manuel Montt 1158, Tomé";"Offline";"Lifestyle";"3.197.239,639964"
"Abril 2024";"Preunic";"3394420";"13 - Metropolitana de Santiago";"San Bernardo";"013 Preunic - Av. Eyzaguirre 591, San Bernardo";"Offline";"Lifestyle";"2.355.814,439974"
"Julio 2024";"Preunic";"3394521";"13 - Metropolitana de Santiago";"Estación Central";"021 Preunic - Alameda 3170, Estación Central";"Offline";"Lifestyle";"2.731.575,979971"
"Marzo 2024";"Preunic";"3394345";"07 - Maule";"Constitución";"066 Preunic - Freire 586, Constitución";"Offline";"Lifestyle";"4.559.396,939947"
"Septiembre 2024";"Preunic";"3394322";"05 - Valparaíso";"Los Andes";"071 Preunic - Esmeralda 273, Los Andes";"Offline";"Lifestyle";"4.353.879,179947"
"Agosto 2024";"Preunic";"3400936";"12 - Magallanes y de la Antártica Chilena";"Punta Arenas";"127 Preunic - Gobernador Carlos Bories 858, Punta Arenas";"Offline";"Lifestyle";"2.700.237,329956"
"Julio 2024";"Preunic";"3394346";"16 - Ñuble";"San Carlos";"067 Preunic - Serrano 533, San Carlos";"Offline";"Lifestyle";"5.438.422,569926"
"Julio 2024";"Preunic";"3394321";"05 - Valparaíso";"San Felipe";"070 Preunic - Arturo Prat 982, San Felipe";"Offline";"Lifestyle";"1.749.703,409971"
"Marzo 2024";"Preunic";"3394516";"13 - Metropolitana de Santiago";"Santiago";"003 Preunic - Puente 670, Santiago";"Offline";"Lifestyle";"3.028.009,739955"
"Febrero 2024";"Preunic";"3394317";"05 - Valparaíso";"Valparaíso";"037 Preunic - Av. Independencia 1728, Valparaíso";"Offline";"Lifestyle";"1.899.378,039980"
"Abril 2024";"Preunic";"3394285";"13 - Metropolitana de Santiago";"Peñalolén";"018 Preunic - Calle Martirreno 3349, Peñalolén";"Offline";"Lifestyle";"1.106.805,909981"
"Febrero 2024";"Preunic";"3394421";"13 - Metropolitana de Santiago";"Las Condes";"044 Preunic - Encomenderos 54, Las Condes";"Offline";"Lifestyle";"2.748.070,569954"
"Julio 2024";"Preunic";"3394349";"08 - Biobío";"Talcahuano";"078 Preunic - Jorge Alessandri 3177, Talcahuano";"Offline";"Lifestyle";"2.492.053,969969"
"Septiembre 2024";"Preunic";"3394325";"05 - Valparaíso";"Calera";"126 Preunic - Jose Joaquín Pérez 233, Calera";"Offline";"Lifestyle";"1.897.445,479973"
"Abril 2024";"Preunic";"3399539";"13 - Metropolitana de Santiago";"Santiago";"072 Preunic - Av. Libertador Bernardo OHiggins 1395, Santiago";"Offline";"Lifestyle";"926.263,869986"
"Febrero 2024";"Preunic";"3410734";"02 - Antofagasta";"Antofagasta";"130 Preunic - Av. Angamos 745, Antofagasta";"Offline";"Lifestyle";"1.642.061,959977"
"Enero 2024";"Preunic";"3394329";"01 - Tarapacá";"Iquique";"052 Preunic - Vivar 610, Iquique";"Offline";"Lifestyle";"1.574.742,469970"
"Febrero 2024";"Preunic";"3394354";"04 - Coquimbo";"Coquimbo";"029 Preunic - Aldunate 1334, Coquimbo";"Offline";"Lifestyle";"1.554.783,789985"
"Enero 2024";"Preunic";"3394488";"13 - Metropolitana de Santiago";"San Bernardo";"049 Preunic - Av. Jorge Alessandri 20040, San Bernardo";"Offline";"Lifestyle";"1.673.850,429958"
"Febrero 2024";"Preunic";"3394320";"05 - Valparaíso";"Quilpué";"056 Preunic - Av. Ramón Freire 2414, Quilpué";"Offline";"Lifestyle";"1.872.040,169971"
"Enero 2024";"Preunic";"3399533";"13 - Metropolitana de Santiago";"Melipilla";"074 Preunic - Plaza de Armas 489, Melipilla";"Offline";"Lifestyle";"1.100.325,169977"
"Marzo 2024";"Preunic";"3399346";"06 - Libertador General Bernardo OHiggins";"Rancagua";"009 Preunic - Av. Independencia 780, Rancagua";"Offline";"Lifestyle";"7.724.767,189916"
"Noviembre 2024";"Cruz Verde";"3410612";"05 - Valparaíso";"Quilpué";"1132 Cruz Verde - Los Carrera 754, Quilpué";"Offline";"Lifestyle";"401.194,220000"
"Enero 2024";"Cruz Verde";"3401506";"13 - Metropolitana de Santiago";"Puente Alto";"0879 Cruz Verde - Camino San José de Maipo 7712, Puente Alto";"Offline";"Lifestyle";"123.170,950000"
"Febrero 2024";"Cruz Verde";"3401489";"13 - Metropolitana de Santiago";"San Miguel";"0796 Cruz Verde - Gran Avenida 4501, San Miguel";"Offline";"Lifestyle";"225.105,160000"
"Marzo 2024";"Cruz Verde";"3401457";"09 - La Araucanía";"Temuco";"0489 Cruz Verde - Av. Ines de Suarez 1513, Temuco";"Offline";"Lifestyle";"98.091,700000"
"Julio 2024";"Cruz Verde";"3401429";"13 - Metropolitana de Santiago";"Renca";"0427 Cruz Verde - Av. Diego Santa María 3962-C, Renca";"Offline";"Lifestyle";"671.488,440000"
"Agosto 2024";"Cruz Verde";"3401724";"13 - Metropolitana de Santiago";"Santiago";"9023 Cruz Verde - San Pablo 2398, Santiago";"Offline";"Lifestyle";"171.231,480000"
"Septiembre 2024";"Cruz Verde";"3401466";"05 - Valparaíso";"Cartagena";"0717 Cruz Verde - Av. Cartagena 313, Cartagena";"Offline";"Lifestyle";"454.752,550000"
"Octubre 2024";"Cruz Verde";"3410603";"13 - Metropolitana de Santiago";"La Florida";"0275 Cruz Verde - Av. Vicuña Mackenna 9797, La Florida";"Offline";"Lifestyle";"934.222,590000"
"Octubre 2024";"Cruz Verde";"3399058";"05 - Valparaíso";"Viña del Mar";"1086 Cruz Verde - 14 Norte 976, Viña del Mar";"Offline";"Lifestyle";"449.745,030000"
"Junio 2024";"Cruz Verde";"3401614";"01 - Tarapacá";"Iquique";"0506 Cruz Verde - Manuel Rodriguez 964, Iquique";"Offline";"Lifestyle";"110.780,670000"
"Julio 2024";"Cruz Verde";"3401610";"01 - Tarapacá";"Iquique";"0502 Cruz Verde - Vivar 854, Iquique";"Offline";"Lifestyle";"194.173,490000"
"Agosto 2024";"Cruz Verde";"3399002";"04 - Coquimbo";"Vicuña";"0198 Cruz Verde - Chacabuco 302, Vicuña";"Offline";"Lifestyle";"3.856.866,160000"
"Diciembre 2024";"Salcobrand";"3399414";"08 - Biobío";"Concepción";"371 Salcobrand - Freire 707, Concepción";"Offline";"Lifestyle";"2.303.180,739977"
"Octubre 2024";"Salcobrand";"3399480";"13 - Metropolitana de Santiago";"Maipú";"185 Salcobrand - Av. Jorge Andres Guerra 13082, Maipú";"Offline";"Lifestyle";"447.958,839993"
"Diciembre 2024";"Salcobrand";"3399359";"03 - Atacama";"Vallenar";"351 Salcobrand - Arturo Prat 1120, Vallenar";"Offline";"Lifestyle";"6.950.305,669955"
"Noviembre 2024";"Salcobrand";"3399462";"13 - Metropolitana de Santiago";"La Florida";"405 Salcobrand - Av. Américo Vespucio 6955, La Florida";"Offline";"Lifestyle";"1.501.517,009989"
"Noviembre 2024";"Salcobrand";"3399457";"13 - Metropolitana de Santiago";"La Cisterna";"094 Salcobrand - Av. José Miguel Carrera 6701, La Cisterna";"Offline";"Lifestyle";"1.145.607,049992"
"Diciembre 2024";"Salcobrand";"3399406";"08 - Biobío";"Los Ángeles";"347 Salcobrand - Colón 412, Los Ángeles";"Offline";"Lifestyle";"5.981.212,509959"
"Diciembre 2024";"Salcobrand";"3399460";"13 - Metropolitana de Santiago";"Buin";"461 Salcobrand - Balmaceda 157, Buin";"Offline";"Lifestyle";"3.660.329,329963"
"Noviembre 2024";"Salcobrand";"3401015";"09 - La Araucanía";"Padre Las Casas";"573 Salcobrand - Maquehue 1244, Padre Las Casas";"Offline";"Lifestyle";"796.590,759998"
"Diciembre 2024";"Salcobrand";"3401007";"13 - Metropolitana de Santiago";"Las Condes";"192 Salcobrand - Av. Manquehue 457, Las Condes";"Offline";"Lifestyle";"310.033,079995"
"Noviembre 2024";"Salcobrand";"3399450";"12 - Magallanes y de la Antártica Chilena";"Punta Arenas";"360 Salcobrand - Av. Bories 683, Punta Arenas";"Offline";"Lifestyle";"1.313.520,809987"
"Diciembre 2024";"Salcobrand";"3399424";"08 - Biobío";"San Pedro de la Paz";"291 Salcobrand - Camino El Venado 716, San Pedro de la Paz";"Offline";"Lifestyle";"847.482,299999"
"Diciembre 2024";"Salcobrand";"3399449";"12 - Magallanes y de la Antártica Chilena";"Punta Arenas";"357 Salcobrand - Av. Bories 971-972, Punta Arenas";"Offline";"Lifestyle";"2.284.354,939988"
"Diciembre 2024";"Salcobrand";"3399465";"13 - Metropolitana de Santiago";"Maipú";"012 Salcobrand - Av. Pajaritos 1924, Maipú";"Offline";"Lifestyle";"3.277.054,129982"
"Septiembre 2024";"Salcobrand";"3399512";"15 - Arica y Parinacota";"Arica";"348 Salcobrand - 21 de Mayo #298-300, Arica";"Offline";"Lifestyle";"1.288.484,399988"
"Agosto 2024";"Salcobrand";"3399391";"07 - Maule";"Linares";"311 Salcobrand - Independencia 495, Linares";"Offline";"Lifestyle";"1.299.715,619991"
"Diciembre 2024";"Salcobrand";"3399445";"10 - Los Lagos";"Osorno";"538 Salcobrand - Eleuterio Ramírez 1027, Osorno";"Offline";"Lifestyle";"2.015.937,349986"
"Octubre 2024";"Salcobrand";"3399406";"08 - Biobío";"Los Ángeles";"347 Salcobrand - Colón 412, Los Ángeles";"Offline";"Lifestyle";"2.583.099,679970"
"Junio 2024";"Salcobrand";"3399401";"07 - Maule";"Talca";"365 Salcobrand - Uno Sur 1201, Talca";"Offline";"Lifestyle";"704.953,619997"
"Junio 2024";"Salcobrand";"3401017";"04 - Coquimbo";"La Serena";"030 Salcobrand - Calle Cordovez 588, La Serena";"Offline";"Lifestyle";"99.213,870000"
"Junio 2024";"Salcobrand";"3399385";"06 - Libertador General Bernardo OHiggins";"Santa Cruz";"090 Salcobrand - Rafael Casanova 199, Santa Cruz";"Offline";"Lifestyle";"792.182,999996"
"Octubre 2024";"Salcobrand";"3410706";"13 - Metropolitana de Santiago";"Santiago";"535 Salcobrand - Puente 670, Santiago";"Offline";"Lifestyle";"71.995,000000"
"Octubre 2024";"Salcobrand";"3399424";"08 - Biobío";"San Pedro de la Paz";"291 Salcobrand - Camino El Venado 716, San Pedro de la Paz";"Offline";"Lifestyle";"215.717,249997"
"Diciembre 2024";"Salcobrand";"3399363";"03 - Atacama";"Copiapó";"333 Salcobrand - Colipi 484, Copiapó";"Offline";"Lifestyle";"1.366.003,379986"
"Junio 2024";"Salcobrand";"3399501";"13 - Metropolitana de Santiago";"Huechuraba";"198 Salcobrand - Av. Americo Vespucio 1737, Huechuraba";"Offline";"Lifestyle";"1.196.259,399998"
"Diciembre 2024";"Salcobrand";"3399513";"15 - Arica y Parinacota";"Arica";"619 Salcobrand - Av. Diego Portales 157, Arica";"Offline";"Lifestyle";"1.420.713,629992"
"Junio 2024";"Salcobrand";"3399376";"05 - Valparaíso";"Valparaíso";"618 Salcobrand - Av. 21 de Mayo #950, Valparaíso";"Offline";"Lifestyle";"671.652,659994"
"Junio 2024";"Salcobrand";"3399367";"04 - Coquimbo";"La Serena";"457 Salcobrand - Balmaceda 3045-3075, La Serena";"Offline";"Lifestyle";"121.393,089999"
"Junio 2024";"Salcobrand";"3399433";"09 - La Araucanía";"Villarrica";"293 Salcobrand - Camilo Henríquez 288-298, Villarrica";"Offline";"Lifestyle";"416.489,289996"
"Agosto 2024";"Salcobrand";"3401826";"13 - Metropolitana de Santiago";"Providencia";"232 Salcobrand - Av. Salvador 95, Providencia";"Offline";"Lifestyle";"37.999,080000"
"Abril 2024";"Salcobrand";"3399386";"06 - Libertador General Bernardo OHiggins";"Rancagua";"379 Salcobrand - Paseo Indepedencia 548-566, Rancagua";"Offline";"Lifestyle";"1.224.458,829985"
"Febrero 2024";"Salcobrand";"3399404";"07 - Maule";"Talca";"324 Salcobrand - El Arenal 411, Talca";"Offline";"Lifestyle";"439.346,809990"
"Febrero 2024";"Salcobrand";"3399385";"06 - Libertador General Bernardo OHiggins";"Santa Cruz";"090 Salcobrand - Rafael Casanova 199, Santa Cruz";"Offline";"Lifestyle";"324.090,549994"
"Enero 2024";"Salcobrand";"3399388";"06 - Libertador General Bernardo OHiggins";"San Fernando";"020 Salcobrand - Manuel Rodriguez 796, San Fernando";"Offline";"Lifestyle";"330.523,689994"
"Enero 2024";"Salcobrand";"3399437";"09 - La Araucanía";"Temuco";"374 Salcobrand - Manuel Montt 701-725, Temuco";"Offline";"Lifestyle";"465.301,899989"
"Mayo 2024";"Salcobrand";"3399433";"09 - La Araucanía";"Villarrica";"293 Salcobrand - Camilo Henríquez 288-298, Villarrica";"Offline";"Lifestyle";"611.458,889991"
"Abril 2024";"Salcobrand";"3399504";"13 - Metropolitana de Santiago";"Colina";"479 Salcobrand - Fundo La Hijuela de Algarrobal, Colina";"Offline";"Lifestyle";"467.956,789993"
"Abril 2024";"Salcobrand";"3399507";"14 - Los Ríos";"La Unión";"458 Salcobrand - Esmeralda 731, La Unión";"Offline";"Lifestyle";"1.373.049,369983"
"Febrero 2024";"Salcobrand";"3401027";"13 - Metropolitana de Santiago";"Santiago";"642 Salcobrand - Vicuña Mackenna 475-477, Santiago";"Offline";"Lifestyle";"416.578,539997"
"Noviembre 2024";"Salcobrand";"3401050";"13 - Metropolitana de Santiago";"Las Condes";"199 Salcobrand - Patagonia 95, Las Condes";"Offline";"Lifestyle";"83.345,219999"
"Septiembre 2024";"Salcobrand";"3399496";"13 - Metropolitana de Santiago";"La Florida";"264 Salcobrand - Av. Vicuña Mackenna 7304-7308, La Florida";"Offline";"Lifestyle";"341.421,709995"
"Abril 2024";"Salcobrand";"3399473";"13 - Metropolitana de Santiago";"Puente Alto";"126 Salcobrand - Juan de Dios Malebran 1750, Puente Alto";"Offline";"Lifestyle";"791.831,949988"
"Julio 2024";"Salcobrand";"3399362";"03 - Atacama";"Copiapó";"647 Salcobrand - Av. Copayapu 2406, Copiapó";"Offline";"Lifestyle";"1.350.434,609996"
"Junio 2024";"Salcobrand";"3436214";"05 - Valparaíso";"Quilpué";"719 Salcobrand - Freire 2414, El Belloto, Quilpué";"Offline";"Lifestyle";"204.307,529998"
"Agosto 2024";"Salcobrand";"3410709";"13 - Metropolitana de Santiago";"Las Condes";"559 Salcobrand - Rosario Norte 532, Las Condes";"Offline";"Lifestyle";"55.997,830000"
"Agosto 2024";"Salcobrand";"3399514";"15 - Arica y Parinacota";"Arica";"322 Salcobrand - Colón 598, Arica";"Offline";"Lifestyle";"572.497,099994"
"Octubre 2024";"Salcobrand";"3410651";"13 - Metropolitana de Santiago";"Santiago";"038 Salcobrand - Av. Libertador Bernardo OHiggins 799, Santiago";"Offline";"Lifestyle";"21.999,530000"
"Julio 2024";"Salcobrand";"3401819";"13 - Metropolitana de Santiago";"Independencia";"091 Salcobrand - Av. Independencia 902-906, Independencia";"Offline";"Lifestyle";"91.603,819998"
"Julio 2024";"Salcobrand";"3399723";"02 - Antofagasta";"Antofagasta";"335 Salcobrand - Arturo Prat 553-555, Antofagasta";"Offline";"Lifestyle";"1.878.793,419991"
"Enero 2024";"Salcobrand";"3399430";"09 - La Araucanía";"Temuco";"377 Salcobrand - Manuel Rodriguez 911, Temuco";"Offline";"Lifestyle";"725.093,179991"
"Marzo 2024";"Salcobrand";"3399492";"13 - Metropolitana de Santiago";"Huechuraba";"104 Salcobrand - Av. Pedro Fontova 7777, Huechuraba";"Offline";"Lifestyle";"635.575,429991"
"Octubre 2024";"Salcobrand";"3399472";"13 - Metropolitana de Santiago";"San Miguel";"182 Salcobrand - Gran Avenida 5617-5627, San Miguel";"Offline";"Lifestyle";"835.136,049990"
"Diciembre 2024";"Salcobrand";"3400969";"13 - Metropolitana de Santiago";"Las Condes";"073 Salcobrand - Av. Las Condes 8231, Las Condes";"Offline";"Lifestyle";"41.797,559999"
"Julio 2024";"Salcobrand";"3410708";"13 - Metropolitana de Santiago";"Ñuñoa";"558 Salcobrand - Alcalde Eduardo Castillo Velasco 5500, Ñuñoa";"Offline";"Lifestyle";"31.698,029999"
"Marzo 2024";"Salcobrand";"3399512";"15 - Arica y Parinacota";"Arica";"348 Salcobrand - 21 de Mayo #298-300, Arica";"Offline";"Lifestyle";"1.767.636,709966"
"Julio 2024";"Salcobrand";"3410687";"13 - Metropolitana de Santiago";"Santiago";"282 Salcobrand - Ahumada 101, Santiago";"Offline";"Lifestyle";"71.996,190000"
